gvkey,datadate,ticker,cusip,conm,saleq,revtq,cogsq,xsgaq,oiadpq,txtq,piq,atq,gross_margin,marketing_effi,roic,adj_price,rev_growth_yoy
137310,2024-01-31,MRVL,573874104,MARVELL TECHNOLOGY INC,1426.5,1426.5,494.3,579.6,-7.5,305.4,-87.3,21228.5,0.6534875569575885,2.4611801242236027,0.3864503253386238,67.7,0.005639760310186759
015420,2024-01-31,AMBA,G037AX101,AMBARELLA INC,51.616,51.616,14.406,71.943,-40.333,21.0,-39.607,657.655,0.7209004959702418,0.7174568755820581,1.558258185585183,52.56,-0.3805163164148294
013200,2024-01-31,PLAB,719405102,PHOTRONICS INC,216.334,216.334,116.377,21.766,57.489,14.66,53.742,1582.836,0.4620494235765067,9.939079297987687,0.7779181162724015,29.22,0.024842484248424945
001632,2024-01-31,ADI,032654105,ANALOG DEVICES INC,2512.704,2512.704,703.844,681.505,602.104,50.691,513.418,48388.464,0.7198858281755431,3.6869927586738176,1.0569493412351245,192.36,-0.22677227869018934
001704,2024-01-31,AMAT,038222105,APPLIED MATERIALS INC,6707.0,6707.0,3412.0,1234.0,1970.0,284.0,2303.0,31540.0,0.4912777694945579,5.43517017828201,0.7499195389577565,164.3,-0.0047484790028193835
117768,2024-01-31,NVDA,67066G104,NVIDIA CORP,22103.0,22103.0,4925.0,3177.0,13614.0,1821.0,14106.0,65728.0,0.7771795683843822,6.957192319798552,0.8405298631260198,61.527002,2.6527846636919516
040532,2024-01-31,CRDO,G25457105,CREDO TECH GROUP HOLDING LTD,53.058,53.058,17.063,38.469,-5.911,-2.048,-1.62,592.466,0.6784085340570696,1.3792404273570926,-0.9639948178631305,20.51,-0.02233278054173582
009599,2024-01-31,SMTC,816850101,SEMTECH CORP,192.948,192.948,92.989,87.795,3.3,-3.345,-645.702,1373.735,0.518061861226859,2.1977105757731077,-0.005084241109072989,19.84,0.15184583791011996
065286,2024-02-29,AEHR,00760J108,AEHR TEST SYSTEMS,7.563,7.563,4.221,5.102,-1.946,0.007,-1.464,101.596,0.4418881396271321,1.482359858878871,1.3355906043775567,16.27,-0.5604440311519238
185380,2024-02-29,LEDS,816645204,SEMILEDS CORP,0.886,0.886,0.617,0.944,-0.832,0.0,-0.557,12.019,0.3036117381489842,0.9385593220338984,1.4937163375224416,1.61,-0.23090277777777768
031494,2024-02-29,PENG,706915105,PENGUIN SOLUTIONS INC,284.821,284.821,189.372,72.169,6.124,2.198,-10.809,1517.454,0.33511925033617607,3.9465837132286716,-0.6817753399358191,,-0.26663782870767316
009799,2024-02-29,SODI,834256208,SOLITRON DEVICES INC,4.004,4.004,2.469,0.858,0.368,-3.024,2.662,24.74,0.38336663336663335,4.666666666666667,0.2952830864982916,,1.6711140760507002
007343,2024-02-29,MU,595112103,MICRON TECHNOLOGY INC,5824.0,5824.0,3203.0,1112.0,-415.0,-622.0,171.0,65718.0,0.45003434065934067,5.237410071942446,-11.254574056974796,90.61,0.5770376387760627
137573,2024-03-31,ENTG,29362U104,ENTEGRIS INC,771.025,771.025,373.862,173.732,127.929,3.456,48.722,8364.723,0.5151104049803833,4.438013722284898,2.439444316932916,140.53999,-0.16410630575154272
175404,2024-03-31,FSLR,336433107,FIRST SOLAR INC,794.108,794.108,361.405,103.977,242.026,18.903,255.519,10760.582,0.5448918786865262,7.637342873904806,0.8771214529229396,168.8,0.4483463010180819
175982,2024-03-31,CSIQ,136635109,CANADIAN SOLAR INC,1329.111,1329.111,966.358,217.384,35.369,9.677,45.9,12366.77,0.27292904806295337,6.114116034298752,0.6081095528310574,19.76,-0.21875868830604694
187450,2024-03-31,ENPH,29355A107,ENPHASE ENERGY INC,263.339,263.339,129.579,140.815,-27.192,4.598,-11.499,3232.98,0.5079384367678164,1.870106167666797,3.310289280477593,120.98,-0.6372820984661495
187740,2024-03-31,MTSI,55405Y100,MACOM TECHNLGY SOL HLDGS INC,181.234,181.234,71.762,73.534,18.741,4.508,19.488,1676.388,0.6040367701424677,2.4646286071749124,0.7392137424975935,95.64,0.0698204313896793
137602,2024-03-31,ACLS,054540208,AXCELIS TECHNOLOGIES INC,252.372,252.372,132.546,59.512,56.539,7.404,58.999,1306.619,0.4747991060814987,4.2406909530850925,0.8380432614957809,111.52,-0.006487678135579822
135788,2024-03-31,CEVA,157210105,CEVA INC,22.072,22.072,1.675,24.099,-4.68,1.685,-3.763,301.439,0.9241119971003987,0.9158886260840698,1.8005886794147725,22.71,-0.15954611225344606
006565,2024-03-31,LRCX,512807306,LAM RESEARCH CORP,3793.558,3793.558,1866.693,718.562,1118.381,127.359,1093.185,18279.65,0.5079308132365447,5.279374639905812,0.9038603695305792,97.15700100000001,-0.019643272932980405
134932,2024-03-31,ON,682189105,ON SEMICONDUCTOR CORP,1862.7,1862.7,866.8,314.3,526.7,84.5,538.2,13482.9,0.5346539968862404,5.926503340757239,0.824982451794046,73.55,-0.04949737204674187
133905,2024-03-31,NVMI,M7516K103,NOVA LTD,141.798,141.798,54.268,45.939,37.22,6.36,43.22,1189.572,0.6172865625749305,3.086658394827924,0.7344498975464467,177.38,0.07265891537373381
201395,2024-03-31,TSM,874039100,TAIWAN SEMICONDUCTOR MFG CO,18536.091,18536.091,3998.94,1771.329,7792.325,1292.423,8336.653,181027.464,0.7842619568494781,10.46451054547179,0.7898000105021244,136.05,0.1117593343151746
133564,2024-03-31,CAMT,M20791105,CAMTEK LTD,97.01,97.01,48.791,23.181,25.038,2.049,26.848,816.306,0.4970518503247088,4.184892800138044,0.8614100322736855,83.77,0.3388630498088523
133288,2024-03-31,SLAB,826919102,SILICON LABORATORIES INC,106.375,106.375,44.672,107.561,-58.571,-0.385,-56.911,1344.153,0.5800517038777908,0.9889736986454198,1.0222060794051369,143.72,-0.5689602774862533
132740,2024-03-31,IFNNY,45662N103,INFINEON TECHNOLOGIES AG,3820.236,3820.236,1809.884,951.147,568.55,95.702,504.916,31387.821,0.5262376460511864,4.016451715665402,0.9126008756748573,,-0.1596210080889181
135044,2024-03-31,PXLW,72581M404,PIXELWORKS INC,16.054,16.054,6.831,13.607,-5.493,0.105,-5.059,91.809,0.5744985673352435,1.1798339090174175,1.1083233265533516,2.58,0.6108769817379089
209341,2024-03-31,UMC,910873405,UNITED MICROELECTRONICS CORP,1708.724,1708.724,852.701,167.235,348.786,71.664,397.87,17736.29,0.5009720703870256,10.217502317098694,0.7187346811582419,8.09,-0.03840095533891852
016401,2024-03-31,CRUS,172755100,CIRRUS LOGIC INC,371.827,371.827,167.193,140.249,52.376,14.816,59.658,2231.576,0.550347338950641,2.6511918088542523,0.6599027263968996,92.56,-0.0026688339207450174
216019,2024-03-31,AIIXY,009606203,AIXTRON SE,130.048,130.048,76.846,38.92,10.725,-0.506,11.19,1117.961,0.4090951033464567,3.3414182939362793,1.0017849142402615,,0.49380872521767083
184551,2024-03-31,MXL,57776J100,MAXLINEAR INC,95.269,95.269,32.033,99.999,-51.322,-1.762,-74.071,1030.625,0.6637626090333687,0.9526995269952699,0.6763936347672668,18.67,-0.6165342413923571
184182,2024-03-31,JKS,47759T100,JINKOSOLAR HOLDING CO,3191.574,3191.574,2812.771,425.837,-47.034,66.025,199.041,18985.431,0.1186884590487327,7.494825484868623,-0.15791766314267938,25.19,-0.0602232326628972
184155,2024-03-31,DQ,23703Q203,DAQO NEW ENERGY CORP,415.311,415.311,296.557,39.971,32.114,14.356,42.51,7247.833,0.2859399341698149,10.39030797328063,0.5003251098265116,28.15,-0.41491813578949444
166460,2024-03-31,ASTI,043635804,ASCENT SOLAR TECH INC,0.006,0.006,1.936,,-1.951,0.0,-2.538,4.983,-321.6666666666667,,0.768715524034673,39.300000000000004,-0.9516129032258065
119275,2024-03-31,MKSI,55306N104,MKS INC,868.0,868.0,427.0,240.0,113.0,4.0,19.0,8931.0,0.5080645161290323,3.6166666666666667,4.695290858725762,133.0,0.09319899244332497
110760,2024-03-31,AXTI,00246W103,AXT INC,22.688,22.688,14.402,9.441,-3.347,0.274,-1.774,348.964,0.3652150916784203,2.403135261095223,2.1781031026896076,4.59,0.16918320020613242
110039,2024-03-31,AMKR,031652100,AMKOR TECHNOLOGY INC,1365.511,1365.511,1019.081,128.517,73.126,12.196,71.982,6685.066,0.25369989696165024,10.625139086657796,0.8437688679638597,32.24,-0.07205245664572946
184604,2024-03-31,AOSL,G6331P104,ALPHA AND OMEGA SEMICONDUCTO,150.06,150.06,101.18,45.955,-10.4,0.611,-10.601,1154.049,0.32573637211781953,3.2653682950712652,1.0375827893136682,22.04,0.1320156910078456
036853,2024-03-31,MAXN,Y58473128,MAXEON SOLAR TECHNOLOGIES,187.456,187.456,190.482,45.616,-59.2,1.203,-79.001,842.149,-0.01614245476271765,4.109435285864609,0.7607685623788456,333.0,-0.41113051782415844
001161,2024-03-31,AMD,007903107,ADVANCED MICRO DEVICES,5473.0,5473.0,2456.0,2106.0,127.0,-52.0,71.0,67895.0,0.551251598757537,2.5987654320987654,3.098789922634398,180.49001,0.022417336073230043
001166,2024-03-31,ASMIY,N07045102,ASM INTERNATIONAL NV,689.391,689.391,280.03,162.587,201.866,49.686,236.397,4929.912,0.5938009054368276,4.240136050237719,0.6744490710647795,,-0.1062945221906052
001327,2024-03-31,SWKS,83088M102,SKYWORKS SOLUTIONS INC,1046.0,1046.0,515.3,228.4,191.5,9.6,192.9,8309.7,0.5073613766730402,4.579684763572679,0.9433368242919119,108.32,-0.09288006244037805
002581,2024-03-31,CVV,126601103,CVD EQUIPMENT CORP,4.922,4.922,3.985,2.412,-1.628,0.0,-1.472,35.443,0.19036976838683461,2.040630182421227,1.1059782608695652,4.71,-0.4339275445658425
003158,2024-03-31,COHU,192576106,COHU INC,107.614,107.614,54.952,54.612,-15.162,-1.7,-16.335,1074.448,0.48936012043042726,1.9705192997875924,0.8315932230449302,33.33,-0.40004794532003507
003969,2024-03-31,DIOD,254543101,DIODES INC,301.972,301.972,171.357,92.503,3.271,3.537,18.806,2356.172,0.43254010305591245,3.264456287904176,0.14122067262424104,70.5,-0.3537125380692191
037309,2024-03-31,ALGM,01749D105,ALLEGRO MICROSYSTEMS INC,240.581,240.581,95.474,84.573,38.7,24.325,17.251,1530.603,0.6031523686409151,2.8446549135066745,-0.9199145121761494,26.96,-0.10712390283731377
213412,2024-03-31,ASX,00215W100,ASE TECHNOLOGY HLDNG CO,4153.667,4153.667,3093.827,369.373,233.873,59.213,244.346,21314.286,0.2551576715225366,11.24518305344462,0.7251927564043706,10.99,-0.03190314339726674
184725,2024-03-31,NXPI,N6596X109,NXP SEMICONDUCTORS NV,3126.0,3126.0,1156.0,866.0,869.0,141.0,785.0,23320.0,0.6301983365323096,3.6096997690531176,0.9081682826889529,247.77,0.001602050624799789
016597,2024-03-31,LSCC,518415104,LATTICE SEMICONDUCTOR CORP,140.815,140.815,36.614,72.962,22.11,3.039,17.835,815.599,0.7399850868160353,1.9299772484306899,1.0284586562695186,78.23,-0.23598828061418264
233491,2024-03-31,MX,55933J203,MAGNACHIP SEMICONDUCTOR CORP,43.438,43.438,33.338,15.75,-9.391,1.905,-12.379,426.164,0.23251530917629726,2.757968253968254,0.875367777714906,5.58,-0.23799666695903865
065036,2024-03-31,QUIK,74837P405,QUICKLOGIC CORP,5.669,5.669,1.105,3.672,0.132,0.007,0.08,51.929,0.8050802610689716,1.5438453159041394,1.505625,16.03,0.3716428744253568
064915,2024-03-31,INTT,461147100,INTEST CORP,29.824,29.824,16.061,11.989,0.492,0.125,0.787,159.527,0.46147398068669526,2.4876136458420217,0.525864226333575,13.25,-0.06563488831103725
064853,2024-03-31,QRVO,74736K101,QORVO INC,940.988,940.988,493.455,251.823,113.926,26.779,29.514,6554.635,0.4755990512100048,3.7367039547618766,0.3577041956040319,114.83,0.4872507321760764
064766,2024-03-31,RMBS,750917106,RAMBUS INC,117.871,117.871,12.88,63.075,30.942,1.454,34.352,1208.836,0.8907279992534212,1.8687435592548554,0.8626086799064736,61.81,0.03611926653891451
061814,2024-03-31,BESIY,073320103,BE SEMICONDUCTOR INDUSTRIES,157.85,157.85,48.365,58.215,43.92,6.627,43.285,1012.13,0.6936015204307887,2.711500472386842,0.8593226412020584,,0.08911642540742681
126423,2024-03-31,ONTO,683344105,ONTO INNOVATION INC,228.846,228.846,106.35,61.838,44.158,4.039,50.892,1953.371,0.5352769985055452,3.7007341763963906,0.798817852383864,181.08,0.14902718851203778
041548,2024-03-31,ICG,45828E104,INTCHAINS GROUP LTD  -ADR,3.361,3.361,2.114,6.035,-4.788,-1.425,-3.475,132.26,0.37102052960428444,0.5569179784589893,0.8128274934009627,8.6,-0.11295856426497752
028087,2024-03-31,MRAM,30041T104,EVERSPIN TECHNOLOGIES INC,14.43,14.43,5.872,8.76,-0.6,0.0,-0.202,66.166,0.5930699930699931,1.6472602739726028,2.9702970297029703,7.92,-0.028021015761821366
027965,2024-03-31,MCHP,595017104,MICROCHIP TECHNOLOGY INC,1325.8,1325.8,486.9,383.8,236.9,45.0,199.7,15873.2,0.6327500377130789,3.454403335070349,0.918965579064641,89.71,-0.40618981502217044
027794,2024-03-31,WOLF,97785W106,WOLFSPEED INC,200.7,200.7,131.5,122.7,-100.5,0.1,-148.8,7696.2,0.34479322371699056,1.6356968215158925,0.6758571258237946,29.5,0.0420560747663552
018509,2024-03-31,IPWR,451622203,IDEAL POWER INC,0.079,0.079,0.068,2.457,-2.527,0.0,-2.47,23.891,0.13924050632911392,0.032153032153032154,1.023076923076923,8.9,78.0
017386,2024-03-31,SPVNF,84761T869,SPECTRA7 MICROSYSTEMS INC,0.816,0.816,0.451,1.992,-1.914,0.0,-2.242,7.267,0.44730392156862747,0.40963855421686746,0.8537020517395183,,-0.7396298659859604
045094,2024-03-31,ALAB,04626A103,ASTERA LABS INC,65.258,65.258,13.608,44.058,6.978,12.582,-80.413,864.901,0.7914738422875356,1.4811838939579645,-0.1003547733072699,74.19,2.6944067028985503
032638,2024-03-31,ACMR,00108J109,ACM RESEARCH INC,152.191,152.191,73.07,53.889,25.232,4.369,26.461,1556.749,0.5198796249449704,2.8241570635936832,0.7961120637226997,29.14,1.049544817927171
029191,2024-03-31,ICHR,G4740B105,ICHOR HOLDINGS LTD,201.383,201.383,172.741,23.385,-2.089,0.913,-8.076,957.388,0.14222650372672965,8.611631387641651,0.2879102985481413,38.62,-0.10841191836011865
144437,2024-03-31,PDFS,693282105,PDF SOLUTIONS INC,41.31,41.31,11.881,29.482,-1.96,0.125,-0.268,286.823,0.712394093439845,1.401193948850146,10.724548897304523,33.67,0.013518486714590772
148390,2024-03-31,FORM,346375108,FORMFACTOR INC,168.725,168.725,98.301,60.82,1.771,3.198,24.979,1119.798,0.4173892428507927,2.7741696810259784,0.06182245971038588,45.63,0.007626248148678849
177426,2024-03-31,POET,73044W302,POET TECHNOLOGIES INC,0.009,0.009,4.619,,-5.119,0.0,-5.716,8.85,-512.2222222222222,,0.89555633310007,1.37,-0.9502762430939227
264416,2024-03-31,UCTT,90385V107,ULTRA CLEAN HOLDINGS INC,477.7,477.7,381.3,57.8,19.4,9.9,2.7,1887.6,0.20180029307096503,8.264705882352942,-19.160493827160494,45.94,0.10246942072467102
315629,2024-03-31,IMOS,16965P202,CHIPMOS TECHNOLOGIES INC,169.481,169.481,108.438,13.436,10.664,2.549,16.242,1425.065,0.3601760669337566,12.61394760345341,0.5535281757155325,31.45,0.12273275302410003
270705,2024-03-31,HIMX,43289P106,HIMAX TECHNOLOGIES INC,207.55,207.55,141.334,50.716,10.029,0.0,12.277,1643.513,0.31903637677668034,4.092396876725294,0.816893377861041,5.35,-0.15009582152626488
031142,2024-03-31,STM,861012102,STMICROELECTRONICS NV,3465.0,3465.0,1591.0,891.0,553.0,92.0,606.0,24973.0,0.5408369408369408,3.888888888888889,0.7740036379875611,43.24,-0.18412997409936427
024800,2024-03-31,QCOM,747525103,QUALCOMM INC,9390.0,9390.0,3695.0,2933.0,2351.0,222.0,2498.0,53167.0,0.6064962726304579,3.2015001704739174,0.8575116298002373,169.3,0.012398921832884158
025166,2024-03-31,KOPN,500600101,KOPIN CORP,10.033,10.033,9.168,8.512,-7.842,0.0,-32.548,51.266,0.08621548888667398,1.1786889097744362,0.2409364630699275,1.8,-0.06739170849600296
025274,2024-03-31,OLED,91347P105,UNIVERSAL DISPLAY CORP,165.259,165.259,32.004,59.219,62.872,13.644,70.497,1683.715,0.8063403506011776,2.7906415170806667,0.7192326432141212,168.45,0.26667279848544045
033725,2024-03-31,DVLT,86633R609,DATAVAULT AI INC,0.255,0.255,0.318,4.075,-4.158,0.0,2.707,6.93,-0.24705882352941178,0.06257668711656442,-1.5360177318064279,,-0.45628997867803833
038995,2024-03-31,INDI,45569U101,INDIE SEMICONDUCTOR INC,52.353,52.353,20.283,70.826,-48.307,-1.109,-35.332,803.648,0.612572345424331,0.7391777031033802,1.324316228904686,7.08,0.2942005339661822
039108,2024-03-31,MMATQ,59134N302,META MATERIALS INC,3.272,3.272,0.73,7.231,-5.684,0.0,-7.508,46.361,0.7768948655256723,0.45249619692988524,0.757059136920618,,1.3156404812455764
186962,2024-03-31,SQNS,817323405,SEQUANS COMMUNICATIONS SA,6.027,6.027,12.243,,-8.533,0.167,-11.623,113.444,-1.0313588850174216,,0.7446960926036985,0.9625,-0.4934868476342549
164211,2024-03-31,SIMO,82706C108,SILICON MOTION TECH -ADR,189.311,189.311,98.583,67.17,17.95,3.98,19.996,1024.276,0.4792537147867794,2.818386184308471,0.7190055734691647,76.94,0.5258525497908422
160888,2024-03-31,MPWR,609839105,MONOLITHIC POWER SYSTEMS INC,457.885,457.885,197.226,156.521,95.887,12.486,105.027,2578.701,0.569267392467541,2.9253902032315153,0.8044369272732735,677.41998,0.015119772094930761
160213,2024-03-31,GSIT,36241U106,GSI TECHNOLOGY INC,5.152,5.152,2.285,7.52,-4.862,-0.085,-4.406,42.464,0.5564829192546584,0.6851063829787234,1.0822067419721673,3.4,-0.042735042735042694
100245,2024-03-31,ATEYY,00762U200,ADVANTEST CORP,728.222,728.222,316.162,216.367,158.836,16.85,94.229,4437.81,0.5658439322074862,3.3656796091825463,1.3842128928281632,,-0.32798902962775667
066032,2024-03-31,POWI,739276103,POWER INTEGRATIONS INC,91.688,91.688,34.65,47.31,0.47,0.018,3.972,805.776,0.6220879504406247,1.9380257873599662,0.11779206712850984,71.55,-0.13743567551294955
043285,2024-03-31,ARM,042068205,ARM HOLDINGS PLC,928.0,928.0,868.0,,22.0,-166.0,58.0,7927.0,0.06465517241379311,,1.4649227110582639,124.99,0.46603475513428116
142814,2024-03-31,SYNA,87157D109,SYNAPTICS INC,237.3,237.3,105.9,123.9,-17.6,-5.2,-23.3,2539.7,0.5537294563843237,1.9152542372881356,0.5867855366648861,97.56,-0.27342314758113906
061214,2024-03-31,ASML,N07059210,ASML HOLDING NV,5707.073,5707.073,2566.565,1408.104,1501.1,241.661,1561.947,42120.786,0.5502834815675216,4.05301952128536,0.8123535010074283,970.46997,-0.2213204827614812
040460,2024-03-31,PRSO,71360T200,PERASO INC,2.816,2.816,0.77,4.663,-3.609,0.0,-2.031,11.548,0.7265625,0.6039030666952606,1.776957163958641,1.62,-0.440492747864097
038465,2024-03-31,SKYT,83089J108,SKYWATER TECH INC,79.636,79.636,61.591,15.181,-2.201,0.041,-4.591,312.281,0.2265935004269426,5.245767735985772,0.4836976837761949,10.17,0.20489000514418865
038060,2024-03-31,RGTI,76655K103,RIGETTI COMPUTING INC,3.052,3.052,17.85,,-16.585,0.0,-20.773,162.115,-4.848623853211009,,0.7983921436480046,1.53,0.3866424352567015
035794,2024-03-31,SITM,82982T106,SITIME CORP,33.022,33.022,12.163,46.504,-31.246,0.013,-28.691,942.623,0.6316697958936467,0.710089454670566,1.0895457697573714,93.23,-0.1387737005450801
027387,2024-03-31,PI,453204109,IMPINJ INC,76.825,76.825,36.777,45.153,-9.014,-0.001,33.343,413.883,0.5212886430198503,1.7014373352822625,-0.2703497088324667,128.41,-0.10561486431423683
023119,2024-03-31,SEDG,83417M104,SOLAREDGE TECHNOLOGIES INC,204.399,204.399,210.606,140.826,-162.021,-23.754,-181.065,4166.822,-0.030367076159863796,1.451429423543948,0.7774301552091061,70.98,-0.7834501726368248
021743,2024-03-31,NVEC,629445206,NVE CORP,7.083,7.083,1.662,1.285,4.06,0.756,4.569,66.78,0.7653536637018212,5.5120622568093385,0.7415672175974807,90.18,-0.4465541490857946
011124,2024-03-31,VECO,922417100,VEECO INSTRUMENTS INC,174.484,174.484,94.551,54.342,19.186,0.896,22.75,1233.693,0.4581107723344261,3.2108498030988923,0.8101260118343195,35.17,0.13667396289347522
010740,2024-03-31,TRT,896712205,TRIO-TECH INTERNATIONAL,10.398,10.398,6.933,2.644,0.059,0.142,0.306,43.087,0.33323716099249856,3.93267776096823,0.1033363236362083,6.36,0.056492582808372216
010499,2024-03-31,TXN,882508104,TEXAS INSTRUMENTS INC,3661.0,3661.0,1204.0,933.0,1162.0,188.0,1293.0,34885.0,0.6711281070745698,3.9239013933547695,0.7680179250638066,174.21001,-0.16396437542818
010453,2024-03-31,TER,880770102,TERADYNE INC,599.819,599.819,237.183,252.574,82.011,8.705,72.902,3410.72,0.6045757136736248,2.3748248038198705,0.9906219688867409,112.83,-0.028678815083988063
008864,2024-03-31,ASYS,032332504,AMTECH SYSTEMS INC,25.433,25.433,16.262,9.173,-0.722,0.223,1.193,116.474,0.3605945032044981,2.772593480867764,-0.4920713100799649,5.41,-0.23647553287301115
031255,2024-03-31,TSEM,M87915274,TOWER SEMICONDUCTOR LTD,327.238,327.238,195.088,38.621,33.985,-5.078,37.969,2976.915,0.4038345179960762,8.473058698635457,1.0147798761667506,33.45,-0.07978662077382304
006008,2024-03-31,INTC,458140100,INTEL CORP,12724.0,12724.0,4997.0,5897.0,-721.0,-282.0,-719.0,192733.0,0.6072775856648852,2.1577073088010854,0.6094792450494332,44.17,0.08612889457959882
006304,2024-03-31,KLAC,482480100,KLA CORP,2359.83,2359.83,906.733,544.951,808.883,100.467,702.008,14957.289,0.6157634236364484,4.330352637209584,0.9873401977960986,698.57001,-0.029917685052421206
006509,2024-03-31,KLIC,501242101,KULICKE & SOFFA INDUSTRIES,172.074,172.074,89.794,72.889,2.424,6.355,-96.325,1298.707,0.4781663702825529,2.3607677427320994,-0.02682504382272226,50.31,-0.005473324047369776
039822,2024-03-31,GFS,G39387108,GLOBALFOUNDRIES INC,1549.0,1549.0,764.0,246.0,147.0,21.0,155.0,18454.0,0.5067785668173015,6.296747967479675,0.8198959417273674,52.11,-0.15860945138511684
039786,2024-03-31,VLN,M9607U115,VALENS SEMICONDUCTOR LTD,11.559,11.559,4.288,18.104,-11.289,0.017,-10.025,171.277,0.6290336534302275,0.6384776844896155,1.1279943582440408,2.35,-0.5159547738693467
039931,2024-03-31,NVTS,63942X106,NAVITAS SEMICONDUCTOR CORP,23.175,23.175,12.938,35.816,-31.075,0.07,-3.611,467.889,0.4417259978425027,0.6470571811480902,8.772471741435004,4.77,0.7349154064979788
015420,2024-04-30,AMBA,G037AX101,AMBARELLA INC,54.473,54.473,15.156,72.085,-38.168,0.758,-37.174,638.66,0.7217704183724046,0.75567732537976,1.047674940872763,45.97,-0.12341089762157642
001704,2024-04-30,AMAT,038222105,APPLIED MATERIALS INC,6646.0,6646.0,3397.0,1236.0,1917.0,272.0,1994.0,31949.0,0.4888654829972916,5.377022653721683,0.8302424827139392,198.64999,0.002413273001508287
001632,2024-04-30,ADI,032654105,ANALOG DEVICES INC,2159.039,2159.039,639.651,598.991,392.1,22.361,324.603,48861.866,0.7037334666025024,3.6044598332863096,1.1247256462592456,200.61,-0.33831280474910574
009599,2024-04-30,SMTC,816850101,SEMTECH CORP,206.105,206.105,96.316,92.028,7.257,2.956,-20.203,1376.509,0.5326847965842653,2.239590124744643,-0.41176098878127343,37.62,-0.12866377214751057
013200,2024-04-30,PLAB,719405102,PHOTRONICS INC,217.0,217.0,116.964,23.287,55.964,20.214,76.586,1603.453,0.46099539170506915,9.318503886288488,0.5378651629945017,27.41,-0.05367040692172498
180711,2024-04-30,AVGO,11135F101,BROADCOM INC,12487.0,12487.0,2990.0,3605.0,3400.0,-116.0,2005.0,175211.0,0.7605509730119324,3.4638002773925103,1.7938694411104408,130.02700199999998,0.4298637352570709
137310,2024-04-30,MRVL,573874104,MARVELL TECHNOLOGY INC,1160.9,1160.9,380.0,591.6,-148.2,17.8,-197.8,20491.0,0.6726677577741408,1.9623056118999325,0.8166658317324749,65.91,-0.12166149655746383
117768,2024-04-30,NVDA,67066G104,NVIDIA CORP,26044.0,26044.0,5228.0,3497.0,16909.0,2398.0,17279.0,77072.0,0.7992627860543695,7.447526451243923,0.842777304033947,86.40200200000001,2.621245828698554
040532,2024-04-30,CRDO,G25457105,CREDO TECH GROUP HOLDING LTD,60.782,60.782,17.13,47.082,-7.116,7.759,-2.718,601.932,0.718173143364812,1.2909816915169279,10.091924168368184,17.87,0.894228371977063
031494,2024-05-31,PENG,706915105,PENGUIN SOLUTIONS INC,300.58,300.58,199.619,73.069,12.367,-1.323,4.903,1546.133,0.33588728458313927,4.113646005830105,3.2029465449836976,,-0.12728138482889984
009799,2024-05-31,SODI,834256208,SOLITRON DEVICES INC,3.967,3.967,2.105,0.883,0.792,0.212,0.801,24.768,0.46937232165364257,4.492638731596829,0.7270686922246069,,0.9465161923454368
007343,2024-05-31,MU,595112103,MICRON TECHNOLOGY INC,6811.0,6811.0,3024.0,1141.0,691.0,377.0,709.0,66255.0,0.5560123329907503,5.969325153374233,0.45637690702453443,125.0,0.8152985074626866
185380,2024-05-31,LEDS,816645204,SEMILEDS CORP,1.323,1.323,0.636,1.016,-0.473,0.0,-0.316,11.511,0.5192743764172335,1.3021653543307086,1.4968354430379747,1.33,-0.2120309708159619
065286,2024-05-31,AEHR,00760J108,AEHR TEST SYSTEMS,16.6,16.6,7.964,6.2,2.248,-20.741,3.123,127.912,0.5202409638554217,2.6774193548387095,5.5004165329916175,11.51,-0.2545691319771879
148390,2024-06-30,FORM,346375108,FORMFACTOR INC,197.474,197.474,102.716,69.155,17.593,2.155,21.547,1156.265,0.47985051196613226,2.8555274383630973,0.7348333898801385,60.53,0.2665409579517175
216019,2024-06-30,AIIXY,009606203,AIXTRON SE,141.786,141.786,84.364,40.089,13.671,2.178,14.02,1084.565,0.4049906196662576,3.53678066302477,0.8236246059735328,,-0.2686240727940493
066032,2024-06-30,POWI,739276103,POWER INTEGRATIONS INC,106.198,106.198,40.954,54.575,1.958,0.298,5.147,804.76,0.6143618523889339,1.945909299129638,0.3583905379246689,70.19,-0.13816414143463485
233491,2024-06-30,MX,55933J203,MAGNACHIP SEMICONDUCTOR CORP,46.4,46.4,32.976,15.053,-5.267,-5.755,-7.158,412.695,0.2893103448275862,3.082442038131934,0.14422402154819322,4.87,-0.23908230702372946
264416,2024-06-30,UCTT,90385V107,ULTRA CLEAN HOLDINGS INC,516.2,516.2,414.0,60.0,23.4,8.5,29.9,1927.3,0.19798527702440916,8.603333333333333,0.5601279627744656,49.0,0.2246737841043891
270705,2024-06-30,HIMX,43289P106,HIMAX TECHNOLOGIES INC,239.622,239.622,157.359,47.327,29.257,1.978,31.685,1674.866,0.3433032025440068,5.063114078644325,0.8657274039671077,7.94,0.01953359344086536
321467,2024-06-30,WKEY,97727L408,WISEKEY INTERNATIONAL HOLD,5.174,5.174,3.696,15.427,-14.315,1.31,-14.142,51.444,0.2856590645535369,0.33538601153821224,1.1059981130438081,2.26,-0.6575097636857086
064853,2024-06-30,QRVO,74736K101,QORVO INC,886.671,886.671,480.939,294.82,34.762,-1.137,-0.723,6447.299,0.45759024485970556,3.0074994912149786,27.531413026635214,116.04,0.36167079261138535
